date,time,city,month,hour,temperature,humidity,wind_speed,pm25,pm10,no2,co,so2,o3,aqi,aqi_category
2022-04-16,12:00,Kanpur,4,12,26.9,82.8,2.8,77.5,136.1,22.9,1.0,29.8,35.6,157.1,Moderate
2022-04-17,00:00,Agra,4,0,33.3,76.6,2.8,41.4,78.3,37.6,0.49,14.1,42.8,81.8,Satisfactory
2022-04-17,12:00,Mathura,4,12,30.5,65.9,40.0,71.0,122.4,2.0,0.96,11.1,99.0,147.2,Moderate
2022-04-18,00:00,Varanasi,4,0,39.3,69.9,32.4,52.9,91.0,77.5,1.78,1.0,39.1,82.0,Satisfactory
2022-04-18,12:00,Allahabad,4,12,35.2,75.8,1.4,114.6,244.9,39.2,1.29,57.9,23.9,280.3,Poor
2022-04-19,00:00,Delhi,4,0,34.1,74.1,15.4,16.4,27.3,13.3,0.1,1.0,5.0,33.2,Good
2022-04-19,12:00,Mumbai,4,12,35.4,73.9,7.7,78.0,139.6,29.8,2.05,8.0,15.9,157.6,Moderate
2022-04-20,00:00,Lucknow,4,0,28.8,84.6,24.4,46.2,83.7,37.5,2.02,12.9,5.0,80.3,Satisfactory
2022-04-20,12:00,Kanpur,4,12,35.6,75.7,2.6,164.4,335.4,66.7,0.12,26.7,16.1,359.2,Very Poor
2022-04-21,00:00,Agra,4,0,32.3,81.8,3.3,13.6,31.9,33.7,1.3,12.7,114.4,29.2,Good
2022-04-21,12:00,Mathura,4,12,32.6,74.9,3.5,73.8,163.1,22.8,0.27,32.1,18.8,144.5,Moderate
2022-04-22,00:00,Varanasi,4,0,30.6,87.4,8.1,42.4,98.1,38.1,0.97,27.8,88.5,97.5,Satisfactory
2022-04-22,12:00,Allahabad,4,12,35.0,80.5,9.8,56.3,107.9,61.7,1.26,16.1,70.1,101.3,Moderate
2022-04-23,00:00,Delhi,4,0,35.3,74.0,7.3,54.2,132.1,2.0,1.99,34.0,32.7,125.0,Moderate
2022-04-23,12:00,Mumbai,4,12,34.5,62.3,5.4,40.0,82.4,18.0,2.16,13.7,5.0,86.5,Satisfactory
2022-04-24,00:00,Lucknow,4,0,36.7,97.2,8.9,68.9,108.8,47.2,0.34,18.3,59.9,127.9,Moderate
2022-04-24,12:00,Kanpur,4,12,34.8,67.7,13.9,168.2,374.9,27.2,2.01,6.4,59.1,372.2,Very Poor
2022-04-25,00:00,Agra,4,0,26.9,83.9,3.0,52.9,73.2,20.9,0.9,18.9,11.9,87.5,Satisfactory
2022-04-25,12:00,Mathura,4,12,29.8,77.5,0.9,82.6,188.7,113.0,0.36,33.1,40.7,170.0,Moderate
2022-04-26,00:00,Varanasi,4,0,34.9,79.8,13.0,61.9,105.8,2.0,0.85,9.8,43.8,111.6,Moderate
2022-04-26,12:00,Allahabad,4,12,29.6,80.9,5.5,60.4,136.5,97.7,0.82,4.0,52.6,123.6,Moderate
2022-04-27,00:00,Delhi,4,0,34.9,75.8,3.3,49.9,94.3,21.3,1.82,15.1,68.2,97.2,Satisfactory
2022-04-27,12:00,Mumbai,4,12,36.6,67.9,0.5,74.8,144.9,72.1,1.32,36.4,18.6,139.8,Moderate
2022-04-28,00:00,Lucknow,4,0,36.8,76.5,1.2,35.2,69.6,12.8,1.32,19.2,48.4,68.2,Satisfactory
2022-04-28,12:00,Kanpur,4,12,30.7,100.0,2.9,125.5,293.0,138.0,0.39,26.9,32.0,304.1,Very Poor
2022-04-29,00:00,Agra,4,0,32.9,73.7,8.3,39.3,72.2,38.5,0.91,15.7,14.0,76.3,Satisfactory
2022-04-29,12:00,Mathura,4,12,35.8,90.3,0.5,87.9,185.1,16.1,0.22,1.0,63.2,195.3,Moderate
2022-04-30,00:00,Varanasi,4,0,31.0,76.8,8.3,60.2,132.9,35.1,0.88,7.0,26.9,134.7,Moderate
2022-04-30,12:00,Allahabad,4,12,36.1,88.9,6.1,81.7,157.1,18.0,3.35,21.9,42.7,172.8,Moderate
2022-05-01,00:00,Delhi,5,0,39.7,74.4,2.6,15.8,36.9,21.7,0.58,7.6,42.1,29.4,Good
2022-05-01,12:00,Mumbai,5,12,41.8,65.8,9.1,75.9,127.3,30.4,0.23,7.6,54.1,158.7,Moderate
2022-05-02,00:00,Lucknow,5,0,37.0,39.7,6.9,22.4,52.6,96.8,0.76,6.2,13.4,56.0,Satisfactory
2022-05-02,12:00,Kanpur,5,12,32.1,52.0,3.4,106.8,179.2,97.1,2.95,3.6,37.3,251.9,Poor
2022-05-03,00:00,Agra,5,0,41.5,72.2,0.9,18.3,35.4,31.0,0.46,15.1,15.1,42.1,Good
2022-05-03,12:00,Mathura,5,12,36.0,64.4,0.5,59.3,125.3,26.3,0.57,8.0,39.2,122.4,Moderate
2022-05-04,00:00,Varanasi,5,0,38.4,71.1,1.9,14.5,10.0,14.5,0.39,20.0,46.3,15.8,Good
2022-05-04,12:00,Allahabad,5,12,37.0,70.1,25.5,42.3,79.5,68.9,1.29,8.4,24.2,83.1,Satisfactory
2022-05-05,00:00,Delhi,5,0,35.5,60.3,4.6,44.6,96.8,11.7,0.34,5.7,7.3,98.4,Satisfactory
2022-05-05,12:00,Mumbai,5,12,42.0,53.9,21.5,20.5,61.6,53.7,0.4,32.4,56.5,61.7,Satisfactory
2022-05-06,00:00,Lucknow,5,0,41.3,50.6,9.9,73.9,117.9,22.5,1.46,6.1,40.6,152.8,Moderate
2022-05-06,12:00,Kanpur,5,12,34.2,80.4,2.6,60.6,132.8,71.6,1.35,26.2,24.4,121.5,Moderate
2022-05-07,00:00,Agra,5,0,35.2,83.7,17.0,9.6,10.0,11.9,0.86,11.4,40.6,20.8,Good
2022-05-07,12:00,Mathura,5,12,38.2,69.1,5.7,13.4,21.5,38.6,2.68,4.4,12.8,15.9,Good
2022-05-08,00:00,Varanasi,5,0,41.1,77.4,6.0,32.8,63.3,12.0,0.42,3.8,10.4,70.5,Satisfactory
2022-05-08,12:00,Allahabad,5,12,38.0,60.1,19.9,119.9,301.3,35.5,3.44,6.9,24.5,299.6,Poor
2022-05-09,00:00,Delhi,5,0,32.6,65.9,17.3,9.8,26.2,3.9,1.4,4.9,39.0,26.1,Good
2022-05-09,12:00,Mumbai,5,12,38.9,60.7,26.2,44.9,84.1,61.8,0.32,1.5,77.5,80.8,Satisfactory
2022-05-10,00:00,Lucknow,5,0,37.9,84.5,40.0,49.6,81.0,10.2,0.11,4.2,63.5,84.2,Satisfactory
2022-05-10,12:00,Kanpur,5,12,38.2,76.5,4.2,78.9,165.9,143.4,0.99,1.0,10.4,161.8,Moderate
2022-05-11,00:00,Agra,5,0,35.2,66.0,0.9,57.6,145.7,27.3,0.92,1.2,21.6,128.3,Moderate
2022-05-11,12:00,Mathura,5,12,39.6,82.8,6.5,40.5,85.7,26.0,1.16,7.7,51.6,76.3,Satisfactory
2022-05-12,00:00,Varanasi,5,0,36.0,98.0,0.5,51.4,93.9,5.9,0.23,17.0,86.9,95.1,Satisfactory
2022-05-12,12:00,Allahabad,5,12,36.7,70.5,3.4,71.0,156.2,6.3,1.31,1.9,20.2,139.4,Moderate
2022-05-13,00:00,Delhi,5,0,37.5,82.5,8.1,161.7,275.3,21.2,1.24,12.6,23.2,363.7,Very Poor
2022-05-13,12:00,Mumbai,5,12,35.2,100.0,15.2,25.9,62.7,17.0,1.15,18.0,27.2,63.4,Satisfactory
2022-05-14,00:00,Lucknow,5,0,42.4,69.5,5.4,57.5,142.4,6.6,0.1,4.6,5.0,130.3,Moderate
2022-05-14,12:00,Kanpur,5,12,39.2,84.4,0.9,48.6,79.4,48.6,3.02,24.7,5.0,84.8,Satisfactory
2022-05-15,00:00,Agra,5,0,34.8,75.3,15.0,85.6,148.4,51.4,0.25,10.6,55.5,184.1,Moderate
2022-05-15,12:00,Mathura,5,12,41.2,71.2,2.1,28.7,72.5,18.3,0.17,3.0,70.9,65.0,Satisfactory
2022-05-16,00:00,Varanasi,5,0,35.9,54.3,1.0,58.6,119.6,7.7,1.06,7.5,49.8,105.4,Moderate
2022-05-16,12:00,Allahabad,5,12,36.3,69.2,33.0,140.4,259.2,56.8,1.16,2.1,26.5,327.6,Very Poor
2022-05-17,00:00,Delhi,5,0,37.4,57.5,5.0,73.5,145.5,8.9,0.7,42.0,24.6,140.2,Moderate
2022-05-17,12:00,Mumbai,5,12,40.1,71.0,0.8,77.4,141.7,4.0,0.15,14.3,9.3,162.0,Moderate
2022-05-18,00:00,Lucknow,5,0,32.3,75.6,5.1,43.6,89.4,9.9,1.45,3.1,58.6,89.4,Satisfactory
2022-05-18,12:00,Kanpur,5,12,35.1,68.5,4.1,125.1,245.2,30.1,0.84,12.5,41.7,308.4,Very Poor
2022-05-19,00:00,Agra,5,0,36.2,66.2,3.8,23.8,57.2,17.1,0.14,7.1,88.0,53.7,Satisfactory
2022-05-19,12:00,Mathura,5,12,32.1,69.8,11.6,11.3,23.5,25.9,1.09,41.0,5.0,23.7,Good
2022-05-20,00:00,Varanasi,5,0,30.8,80.0,34.1,19.1,58.9,7.2,0.3,1.6,55.5,60.0,Satisfactory
2022-05-20,12:00,Allahabad,5,12,38.9,75.4,2.6,15.8,21.9,30.0,1.79,2.8,17.0,18.8,Good
2022-05-21,00:00,Delhi,5,0,35.8,65.9,2.6,36.3,68.9,37.2,0.44,26.8,28.7,61.3,Satisfactory
2022-05-21,12:00,Mumbai,5,12,34.0,93.9,16.1,29.7,59.3,58.8,0.39,3.3,30.1,60.0,Satisfactory
2022-05-22,00:00,Lucknow,5,0,36.1,80.0,23.6,118.2,188.6,19.9,0.68,1.0,39.4,304.4,Very Poor
2022-05-22,12:00,Kanpur,5,12,35.5,84.7,8.3,35.2,65.3,96.2,1.79,1.0,49.0,70.9,Satisfactory
2022-05-23,00:00,Agra,5,0,39.2,74.7,5.8,33.3,78.6,15.9,0.57,8.9,41.1,76.8,Satisfactory
2022-05-23,12:00,Mathura,5,12,37.8,60.0,10.7,69.5,105.7,48.6,1.7,3.2,35.2,139.3,Moderate
2022-05-24,00:00,Varanasi,5,0,40.3,55.1,14.5,90.9,184.1,17.2,0.54,10.4,15.2,201.7,Poor
2022-05-24,12:00,Allahabad,5,12,35.8,79.8,18.6,22.5,41.0,143.6,0.66,7.5,42.3,41.3,Good
2022-05-25,00:00,Delhi,5,0,36.3,57.6,4.3,49.2,75.1,28.2,1.04,7.0,49.9,81.9,Satisfactory
2022-05-25,12:00,Mumbai,5,12,31.9,78.0,5.7,84.2,163.7,9.2,0.61,6.4,47.9,171.3,Moderate
2022-05-26,00:00,Lucknow,5,0,36.7,89.7,3.0,52.6,118.2,2.0,0.62,5.1,34.2,122.7,Moderate
2022-05-26,12:00,Kanpur,5,12,34.3,77.7,4.0,21.3,46.1,37.0,1.14,2.1,42.3,44.4,Good
2022-05-27,00:00,Agra,5,0,36.4,81.0,17.3,10.1,10.0,16.1,0.45,13.4,10.9,16.9,Good
2022-05-27,12:00,Mathura,5,12,40.1,60.2,0.5,36.2,109.6,67.9,0.15,9.1,22.8,104.1,Moderate
2022-05-28,00:00,Varanasi,5,0,38.9,70.1,13.5,92.4,181.6,4.4,1.46,5.7,56.6,204.6,Poor
2022-05-28,12:00,Allahabad,5,12,43.5,78.5,2.9,31.4,49.4,68.9,1.49,5.0,12.5,47.2,Good
2022-05-29,00:00,Delhi,5,0,33.5,51.3,2.6,52.8,86.4,31.2,0.1,10.6,70.8,87.4,Satisfactory
2022-05-29,12:00,Mumbai,5,12,37.5,74.7,2.3,29.3,49.8,11.5,2.23,10.6,16.1,58.1,Satisfactory
2022-05-30,00:00,Lucknow,5,0,35.8,64.2,6.7,61.4,126.0,9.6,1.11,11.7,71.0,112.7,Moderate
2022-05-30,12:00,Kanpur,5,12,30.3,71.5,6.5,99.8,228.0,19.2,1.43,5.0,5.0,229.1,Poor
2022-05-31,00:00,Agra,5,0,40.0,74.2,20.2,40.2,79.2,10.4,0.1,25.9,136.1,78.6,Satisfactory
2022-05-31,12:00,Mathura,5,12,37.1,68.5,5.5,75.3,122.7,6.2,0.41,23.3,34.2,161.7,Moderate
2022-06-01,00:00,Varanasi,6,0,37.6,81.1,2.3,59.7,135.8,35.3,0.51,11.1,37.8,125.8,Moderate
2022-06-01,12:00,Allahabad,6,12,41.5,50.0,0.5,148.4,288.5,36.4,1.22,25.1,60.6,339.3,Very Poor
2022-06-02,00:00,Delhi,6,0,41.7,45.0,2.1,82.9,155.7,46.3,1.57,14.2,60.9,177.8,Moderate
2022-06-02,12:00,Mumbai,6,12,41.2,84.9,3.5,38.8,72.0,14.6,0.1,3.9,8.9,69.0,Satisfactory
2022-06-03,00:00,Lucknow,6,0,40.5,65.9,14.4,61.7,152.6,20.0,0.1,28.4,74.0,136.1,Moderate
2022-06-03,12:00,Kanpur,6,12,43.1,86.4,7.9,105.7,230.8,15.6,0.67,12.8,37.5,247.6,Poor
2022-06-04,00:00,Agra,6,0,43.9,67.4,4.9,77.3,170.2,41.4,0.11,10.5,48.4,157.4,Moderate
2022-06-04,12:00,Mathura,6,12,37.4,60.7,6.0,82.4,191.8,35.8,0.33,4.6,45.5,170.2,Moderate
2022-06-05,00:00,Varanasi,6,0,41.4,52.4,6.2,44.0,113.5,16.9,0.43,24.2,15.9,119.3,Moderate
2022-06-05,12:00,Allahabad,6,12,40.1,52.0,3.0,31.8,70.5,4.0,0.97,40.4,103.3,68.7,Satisfactory
2022-06-06,00:00,Delhi,6,0,38.2,52.8,1.0,36.4,61.7,17.1,0.62,24.9,23.9,52.9,Satisfactory
2022-06-06,12:00,Mumbai,6,12,36.0,56.0,18.6,37.5,91.8,15.4,0.73,24.3,39.0,86.6,Satisfactory
2022-06-07,00:00,Lucknow,6,0,38.0,69.6,7.0,5.0,10.0,37.7,0.25,17.7,108.0,0.7,Good
2022-06-07,12:00,Kanpur,6,12,38.5,65.6,2.9,32.6,62.7,88.2,2.09,10.4,15.7,61.6,Satisfactory
2022-06-08,00:00,Agra,6,0,39.4,35.1,23.6,55.9,91.9,5.8,0.18,12.4,53.1,100.3,Moderate
2022-06-08,12:00,Mathura,6,12,36.3,51.6,1.0,195.7,400.5,5.8,0.45,22.5,19.7,421.7,Severe
2022-06-09,00:00,Varanasi,6,0,42.9,64.9,1.8,21.0,43.3,8.7,0.71,16.3,19.3,36.0,Good
2022-06-09,12:00,Allahabad,6,12,42.0,66.7,4.4,80.9,130.6,7.1,0.61,31.7,52.5,174.4,Moderate
2022-06-10,00:00,Delhi,6,0,39.8,60.3,16.3,134.5,291.2,64.5,0.73,14.6,9.4,315.4,Very Poor
2022-06-10,12:00,Mumbai,6,12,38.4,71.2,9.1,34.7,62.3,14.3,2.35,10.9,47.4,59.5,Satisfactory
2022-06-11,00:00,Lucknow,6,0,48.3,49.6,10.2,39.5,59.8,67.3,1.46,1.1,5.0,64.3,Satisfactory
2022-06-11,12:00,Kanpur,6,12,40.9,53.2,6.2,72.6,188.8,36.2,0.28,12.0,46.5,163.4,Moderate
2022-06-12,00:00,Agra,6,0,34.2,60.0,40.0,28.4,56.8,14.3,0.1,17.1,52.6,58.1,Satisfactory
2022-06-12,12:00,Mathura,6,12,44.4,49.7,0.5,68.5,126.2,15.5,0.8,9.8,5.0,131.7,Moderate
2022-06-13,00:00,Varanasi,6,0,37.6,75.0,5.7,28.5,48.5,12.0,0.47,22.1,63.8,45.5,Good
2022-06-13,12:00,Allahabad,6,12,40.1,67.4,3.3,54.3,77.6,13.0,0.13,5.9,7.3,88.2,Satisfactory
2022-06-14,00:00,Delhi,6,0,41.6,53.4,0.5,14.2,17.9,8.1,0.91,17.9,18.8,24.3,Good
2022-06-14,12:00,Mumbai,6,12,44.2,57.7,7.9,46.7,96.8,24.6,0.38,1.0,112.4,99.4,Satisfactory
2022-06-15,00:00,Lucknow,6,0,36.3,74.2,9.7,26.8,48.0,80.4,0.93,1.0,36.2,48.0,Good
2022-06-15,12:00,Kanpur,6,12,38.7,62.0,1.2,106.7,221.9,60.7,0.8,5.4,43.8,250.6,Poor
2022-06-16,00:00,Agra,6,0,40.0,50.2,6.5,55.2,133.9,19.9,1.41,9.9,6.6,124.5,Moderate
2022-06-16,12:00,Mathura,6,12,41.5,59.7,11.2,156.1,243.4,51.3,0.32,16.6,84.3,346.0,Very Poor
2022-06-17,00:00,Varanasi,6,0,36.3,65.1,5.5,89.6,157.9,5.5,0.48,3.9,70.1,192.6,Moderate
2022-06-17,12:00,Allahabad,6,12,46.6,67.7,6.4,51.4,75.1,24.0,1.2,3.5,50.3,87.1,Satisfactory
2022-06-18,00:00,Delhi,6,0,36.6,51.8,0.5,25.7,60.4,10.5,0.44,7.0,5.0,56.3,Satisfactory
2022-06-18,12:00,Mumbai,6,12,45.4,65.5,7.4,26.7,54.6,27.0,0.38,12.7,57.8,53.4,Satisfactory
2022-06-19,00:00,Lucknow,6,0,35.2,41.3,0.5,44.2,56.6,28.0,1.69,21.0,7.7,72.7,Satisfactory
2022-06-19,12:00,Kanpur,6,12,40.8,67.2,1.2,72.4,122.4,13.4,1.58,31.4,39.4,136.4,Moderate
2022-06-20,00:00,Agra,6,0,43.5,59.2,20.8,54.6,102.7,12.9,1.08,25.8,15.1,108.0,Moderate
2022-06-20,12:00,Mathura,6,12,39.8,77.4,13.0,88.3,178.4,2.0,0.5,7.7,54.4,195.8,Moderate
2022-06-21,00:00,Varanasi,6,0,42.2,59.6,8.7,67.7,129.3,2.0,0.92,4.0,31.9,125.0,Moderate
2022-06-21,12:00,Allahabad,6,12,41.1,40.6,15.0,18.2,44.4,27.4,1.31,12.3,91.6,43.6,Good
2022-06-22,00:00,Delhi,6,0,36.4,76.8,2.6,26.6,74.0,50.6,0.24,20.9,5.0,73.5,Satisfactory
2022-06-22,12:00,Mumbai,6,12,44.2,75.4,15.6,105.9,206.6,2.0,0.41,1.0,5.8,251.1,Poor
2022-06-23,00:00,Lucknow,6,0,38.8,58.3,5.4,87.6,179.2,10.8,0.53,6.8,52.5,193.9,Moderate
2022-06-23,12:00,Kanpur,6,12,36.5,69.3,2.2,16.3,25.7,13.4,1.86,4.4,59.5,18.5,Good
2022-06-24,00:00,Agra,6,0,40.1,76.9,0.8,65.2,150.5,21.4,0.53,7.0,6.7,142.1,Moderate
2022-06-24,12:00,Mathura,6,12,38.2,48.1,2.7,69.8,138.2,29.2,2.22,8.3,27.5,135.5,Moderate
2022-06-25,00:00,Varanasi,6,0,37.9,54.6,35.2,32.2,51.1,20.7,0.68,11.6,28.3,46.4,Good
2022-06-25,12:00,Allahabad,6,12,41.8,58.8,1.0,43.1,112.3,6.7,1.05,11.2,27.5,117.1,Moderate
2022-06-26,00:00,Delhi,6,0,39.6,58.7,40.0,12.0,38.7,11.9,1.65,3.1,18.6,36.8,Good
2022-06-26,12:00,Mumbai,6,12,42.1,46.7,4.4,86.3,174.1,36.9,0.92,13.4,34.5,187.5,Moderate
2022-06-27,00:00,Lucknow,6,0,39.8,68.3,0.5,46.8,81.4,14.8,0.59,29.8,85.3,77.6,Satisfactory
2022-06-27,12:00,Kanpur,6,12,36.6,45.1,1.4,37.6,74.3,64.9,2.58,9.0,34.5,65.9,Satisfactory
2022-06-28,00:00,Agra,6,0,42.1,57.7,16.9,61.2,139.5,35.3,2.09,33.3,36.1,128.6,Moderate
2022-06-28,12:00,Mathura,6,12,36.6,48.4,1.1,57.8,91.2,56.0,0.1,25.6,55.2,88.2,Satisfactory
2022-06-29,00:00,Varanasi,6,0,41.7,40.9,4.3,61.1,154.4,14.9,0.59,28.1,10.9,144.9,Moderate
2022-06-29,12:00,Allahabad,6,12,33.8,72.1,7.5,34.7,86.7,22.4,1.36,3.0,14.9,80.6,Satisfactory
2022-06-30,00:00,Delhi,6,0,40.2,77.7,5.1,47.7,88.9,110.3,0.39,8.2,14.9,79.4,Satisfactory
2022-06-30,12:00,Mumbai,6,12,39.6,36.3,7.4,65.7,113.0,23.4,0.43,4.6,73.3,126.6,Moderate
2022-07-01,00:00,Lucknow,7,0,38.2,41.9,5.5,26.6,38.3,12.9,0.1,9.3,49.5,49.0,Good
2022-07-01,12:00,Kanpur,7,12,36.2,36.5,5.2,95.4,159.0,19.9,3.02,9.5,53.8,221.8,Poor
2022-07-02,00:00,Agra,7,0,42.1,51.1,6.2,19.0,25.6,20.0,0.49,4.1,48.0,29.5,Good
2022-07-02,12:00,Mathura,7,12,37.3,56.1,37.3,87.0,221.4,11.0,0.18,17.6,105.3,193.0,Moderate
2022-07-03,00:00,Varanasi,7,0,36.2,63.1,7.0,5.0,10.0,12.3,0.57,14.4,63.4,9.4,Good
2022-07-03,12:00,Allahabad,7,12,38.9,50.4,2.0,16.8,31.0,12.0,1.41,3.8,74.7,40.1,Good
2022-07-04,00:00,Delhi,7,0,37.7,54.0,11.6,51.4,113.1,24.7,0.34,7.0,49.4,114.2,Moderate
2022-07-04,12:00,Mumbai,7,12,37.3,61.9,8.2,20.7,53.9,14.7,1.8,19.7,65.4,47.9,Good
2022-07-05,00:00,Lucknow,7,0,37.3,45.9,14.7,33.1,53.1,6.2,0.3,17.4,34.7,53.8,Satisfactory
2022-07-05,12:00,Kanpur,7,12,35.7,49.7,8.9,6.8,24.6,17.4,1.28,23.5,6.6,33.5,Good
2022-07-06,00:00,Agra,7,0,44.8,53.7,36.9,27.0,49.3,16.4,0.24,1.7,83.8,44.7,Good
2022-07-06,12:00,Mathura,7,12,38.4,42.5,12.0,72.8,151.8,4.4,0.37,15.4,104.5,146.1,Moderate
2022-07-07,00:00,Varanasi,7,0,34.3,67.3,12.4,22.1,61.0,7.4,0.66,10.3,34.9,62.0,Satisfactory
2022-07-07,12:00,Allahabad,7,12,32.5,61.4,16.3,41.6,70.2,31.0,0.54,12.4,72.2,69.4,Satisfactory
2022-07-08,00:00,Delhi,7,0,32.9,53.8,40.0,31.2,61.4,14.8,0.59,3.0,10.1,64.5,Satisfactory
2022-07-08,12:00,Mumbai,7,12,35.2,43.0,8.0,32.4,72.1,27.9,1.48,5.3,43.0,77.8,Satisfactory
2022-07-09,00:00,Lucknow,7,0,34.8,37.0,18.9,19.5,29.2,2.0,0.1,7.9,58.7,36.7,Good
2022-07-09,12:00,Kanpur,7,12,41.9,36.4,0.5,57.9,119.7,30.5,1.0,10.1,8.8,118.1,Moderate
2022-07-10,00:00,Agra,7,0,37.2,39.8,11.0,23.0,45.2,38.4,0.43,5.5,35.3,46.3,Good
2022-07-10,12:00,Mathura,7,12,36.6,35.7,7.2,37.2,74.5,27.6,0.47,8.0,5.0,68.8,Satisfactory
2022-07-11,00:00,Varanasi,7,0,39.1,34.6,10.0,10.5,20.5,26.1,1.42,11.8,72.5,27.1,Good
2022-07-11,12:00,Allahabad,7,12,37.9,38.8,0.7,28.3,51.4,7.7,0.36,12.4,27.7,52.2,Satisfactory
2022-07-12,00:00,Delhi,7,0,30.9,35.4,6.5,17.5,32.1,37.2,0.12,3.9,52.8,27.9,Good
2022-07-12,12:00,Mumbai,7,12,39.8,39.9,6.3,23.7,39.1,4.8,0.59,6.4,24.3,37.9,Good
2022-07-13,00:00,Lucknow,7,0,35.1,58.5,11.1,39.5,56.7,4.6,0.73,16.3,12.7,72.0,Satisfactory
2022-07-13,12:00,Kanpur,7,12,35.4,57.2,5.0,72.7,134.4,38.2,0.1,16.5,8.4,132.7,Moderate
2022-07-14,00:00,Agra,7,0,34.4,45.1,12.7,51.7,136.0,9.1,0.37,5.8,11.5,120.6,Moderate
2022-07-14,12:00,Mathura,7,12,35.8,45.4,2.8,46.9,101.9,31.1,0.42,5.8,67.6,95.2,Satisfactory
2022-07-15,00:00,Varanasi,7,0,39.3,56.0,4.9,50.5,75.7,23.4,0.31,3.1,13.2,78.4,Satisfactory
2022-07-15,12:00,Allahabad,7,12,39.6,40.9,4.3,27.8,56.3,14.8,1.59,10.0,37.1,57.2,Satisfactory
2022-07-16,00:00,Delhi,7,0,38.3,30.8,0.5,27.1,55.2,47.6,0.87,30.5,15.0,60.2,Satisfactory
2022-07-16,12:00,Mumbai,7,12,35.8,48.0,11.5,29.2,49.4,31.2,1.37,24.0,65.6,53.5,Satisfactory
2022-07-17,00:00,Lucknow,7,0,35.3,50.9,40.0,31.6,63.6,13.0,0.58,8.0,19.2,63.4,Satisfactory
2022-07-17,12:00,Kanpur,7,12,40.2,47.9,13.4,18.4,32.3,4.9,0.22,2.3,92.0,31.4,Good
2022-07-18,00:00,Agra,7,0,38.5,43.5,35.2,21.7,57.8,26.9,0.82,3.7,57.1,69.6,Satisfactory
2022-07-18,12:00,Mathura,7,12,32.9,42.5,23.3,94.2,143.5,15.8,0.67,3.4,16.0,215.6,Poor
2022-07-19,00:00,Varanasi,7,0,33.7,41.1,2.9,49.8,112.7,11.7,0.36,8.0,48.7,105.9,Moderate
2022-07-19,12:00,Allahabad,7,12,37.8,33.9,18.4,47.1,104.9,9.8,0.81,4.8,32.7,101.8,Moderate
2022-07-20,00:00,Delhi,7,0,33.5,36.2,2.5,36.0,67.6,26.7,0.79,1.0,26.1,72.1,Satisfactory
2022-07-20,12:00,Mumbai,7,12,38.9,54.9,5.4,30.5,51.9,2.0,0.79,22.4,9.1,51.4,Satisfactory
2022-07-21,00:00,Lucknow,7,0,32.1,50.4,4.4,28.3,59.7,32.1,0.51,15.3,9.9,62.2,Satisfactory
2022-07-21,12:00,Kanpur,7,12,43.9,54.7,5.6,53.3,94.4,40.1,0.27,26.2,59.4,96.2,Satisfactory
2022-07-22,00:00,Agra,7,0,35.0,54.7,4.8,6.2,10.0,13.1,0.25,6.8,39.0,3.7,Good
2022-07-22,12:00,Mathura,7,12,36.3,47.0,0.5,41.1,84.2,16.5,0.17,27.3,28.4,84.2,Satisfactory
2022-07-23,00:00,Varanasi,7,0,36.9,60.9,4.1,31.3,59.1,46.6,0.31,1.0,117.5,58.3,Satisfactory
2022-07-23,12:00,Allahabad,7,12,43.9,32.0,10.6,13.9,27.8,16.7,1.32,6.9,7.2,30.9,Good
2022-07-24,00:00,Delhi,7,0,36.1,49.8,5.1,39.2,91.0,6.6,0.58,6.9,24.5,80.8,Satisfactory
2022-07-24,12:00,Mumbai,7,12,38.5,46.7,20.4,59.3,149.7,15.3,0.1,12.5,50.2,135.1,Moderate
2022-07-25,00:00,Lucknow,7,0,36.3,59.0,40.0,56.7,101.7,3.5,0.59,7.8,30.4,93.4,Satisfactory
2022-07-25,12:00,Kanpur,7,12,34.2,38.6,7.9,46.2,84.0,27.3,0.71,9.8,57.1,85.7,Satisfactory
2022-07-26,00:00,Agra,7,0,37.4,48.5,12.1,27.2,36.1,14.4,0.22,2.0,102.7,47.8,Good
2022-07-26,12:00,Mathura,7,12,35.9,55.4,6.2,60.8,130.0,7.5,0.39,4.7,17.9,116.8,Moderate
2022-07-27,00:00,Varanasi,7,0,37.2,56.3,34.7,38.1,66.7,40.1,0.51,6.2,90.7,70.8,Satisfactory
2022-07-27,12:00,Allahabad,7,12,40.8,53.5,23.3,32.1,79.0,11.4,2.49,1.9,22.9,77.0,Satisfactory
2022-07-28,00:00,Delhi,7,0,35.9,64.8,2.1,68.8,130.4,11.1,0.18,2.8,28.8,127.8,Moderate
2022-07-28,12:00,Mumbai,7,12,44.5,45.0,4.3,40.9,83.9,25.3,0.89,9.7,37.9,83.5,Satisfactory
2022-07-29,00:00,Lucknow,7,0,37.9,54.7,10.9,5.0,35.6,24.1,0.38,1.0,36.3,39.4,Good
2022-07-29,12:00,Kanpur,7,12,38.5,53.4,3.2,35.1,83.1,45.6,0.56,5.4,10.1,95.3,Satisfactory
2022-07-30,00:00,Agra,7,0,37.6,64.2,19.4,36.2,73.6,31.3,0.4,2.5,15.3,78.5,Satisfactory
2022-07-30,12:00,Mathura,7,12,40.3,45.6,35.0,55.9,103.3,39.7,0.78,6.9,29.9,107.1,Moderate
